,Accession,HieVi_l0,HieVi_l1,HieVi_l2,HieVi_l3
787,DQ777876,3129,66,60,55
788,DQ785801,622,22,20,21
789,DQ831957,2981,67,61,202
790,DQ832317,5266,849,794,742
791,DQ834250,2959,1009,61,202
792,DQ836063,5,68,62,56
793,DQ838728,2411,-1,-1,-1
794,DQ840344,1286,-1,-1,57
795,DQ864624,-1,-1,-1,486
796,DQ873690,1624,262,247,209
797,DQ875742,1399,-1,-1,908
798,DQ904452,5627,633,595,742
799,DQ908929,2991,40,38,202
800,DQ997624,340,69,63,58
801,EF056009,-1,1162,1081,258
802,EF057797,1485,-1,-1,124
803,EF068134,3,-1,-1,-1
804,EF071488,-1,-1,-1,-1
805,EF108464,10,620,580,446
806,EF108465,-1,620,580,446
807,EF116926,2534,-1,-1,59
808,EF153632,3971,-1,872,667
809,EF160123,2835,78,74,69
810,EF177456,-1,1364,873,668
811,EF204939,10,620,580,446
812,EF204940,9,620,580,446
813,EF207558,2520,-1,-1,484
814,EF372997,1498,-1,-1,-1
815,EF380009,250,99,96,89
816,EF380010,-1,99,96,89
817,EF380011,-1,99,96,89
818,EF380012,-1,99,96,89
819,EF380013,-1,-1,-1,-1
820,EF380014,-1,99,96,89
821,EF380015,-1,99,96,89
822,EF380016,-1,99,96,89
823,EF380017,-1,99,96,89
824,EF380018,-1,99,96,89
825,EF380019,-1,99,96,89
826,EF380020,-1,-1,-1,89
827,EF380021,172,99,96,89
828,EF380022,-1,99,96,89
829,EF380023,157,-1,-1,90
830,EF380024,-1,-1,-1,-1
831,EF380025,-1,-1,-1,-1
832,EF380026,-1,99,96,89
833,EF380027,-1,-1,-1,-1
834,EF380028,172,99,96,89
835,EF380029,172,99,96,89
836,EF380030,172,99,96,89
837,EF380031,248,99,96,89
838,EF380032,248,99,96,89
839,EF432053,402,-1,-1,-1
840,EF437941,-1,633,595,742
841,EF455602,-1,-1,-1,-1
842,EF460875,4192,912,854,655
843,EF462197,2850,-1,1223,202
844,EF462198,3006,431,406,202
845,EF462199,2801,-1,-1,202
846,EF469154,5535,633,595,742
847,EF506570,88,-1,-1,-1
848,EF523948,-1,-1,-1,-1
849,EF529515,2706,595,558,431
850,EF536069,-1,491,463,360
851,EF537008,1394,-1,-1,-1
852,EF579802,-1,-1,-1,-1
853,EF583821,-1,-1,-1,-1
854,EF602154,1788,70,64,60
855,EU030938,489,-1,-1,-1
856,EU030939,490,-1,-1,61
857,EU056923,3143,126,123,111
858,EU078592,-1,976,912,290
859,EU081845,1827,826,773,591
860,EU100883,575,71,65,62
861,EU100884,574,71,65,62
862,EU124666,-1,-1,-1,-1
863,EU136189,677,366,1258,1046
864,EU197055,4723,106,795,571
865,EU203571,3881,192,179,162
866,EU221285,-1,128,124,113
867,EU236438,-1,126,123,111
868,EU246945,1972,-1,-1,965
869,EU272036,-1,262,247,209
870,EU272037,1617,262,247,209
871,EU307292,-1,-1,-1,-1
872,EU311208,-1,-1,204,273
873,EU330206,4993,214,203,742
874,EU340421,1615,-1,181,163
875,EU350361,522,-1,-1,-1
876,EU399241,1485,-1,-1,-1
877,EU408779,598,-1,-1,-1
878,EU409559,2019,-1,-1,-1
879,EU418428,5141,1145,1066,310
880,EU438902,670,-1,-1,-1
881,EU545650,476,-1,-1,19
882,EU547803,-1,1462,1339,1031
883,EU568876,4022,422,398,318
884,EU570103,2136,72,66,63
885,EU588980,1538,85,81,76
886,EU622808,1477,-1,1392,1071
887,EU652770,2412,-1,261,219
888,EU676000,4702,965,900,396
889,EU710883,4882,1501,1371,742
890,EU716414,4985,1313,1214,938
891,EU717894,2343,-1,-1,-1
892,EU719189,1607,-1,-1,54
893,EU734170,2731,1462,1339,1031
894,EU734171,2862,1462,1339,1031
895,EU734172,2750,1066,1064,1031
896,EU734173,3799,1685,1339,1031
897,EU734174,-1,1080,1339,1031
898,EU744248,4789,555,525,1015
899,EU744249,4803,555,525,1015
900,EU744250,4197,308,1314,1015
901,EU744251,4368,555,525,1015
902,EU744252,4803,555,525,1015
903,EU770221,-1,299,843,645
904,EU770222,4505,-1,-1,396
905,EU771092,1482,1141,1062,810
906,EU794049,914,73,67,294
907,EU816588,4380,888,831,593
908,EU816589,-1,122,117,645
909,EU816590,4956,491,463,360
910,EU816591,-1,888,831,593
911,EU822883,1550,-1,-1,-1
912,EU826466,4562,424,593,208
913,EU826467,-1,631,593,208
914,EU826468,4903,631,593,208
915,EU826469,-1,631,593,208
916,EU826470,-1,555,525,1015
917,EU826471,4833,631,593,208
918,EU849489,-1,-1,-1,-1
919,EU855793,-1,-1,-1,-1
920,EU861004,-1,-1,1164,202
921,EU861005,-1,431,406,202
922,EU863408,5415,633,595,742
923,EU863409,5535,633,595,742
924,EU871039,2025,-1,-1,-1
925,EU874396,2119,-1,68,225
926,EU876853,-1,-1,-1,-1
927,EU877232,5430,848,793,742
928,EU887664,1853,74,69,64
929,EU982300,-1,-1,-1,-1
930,FJ000341,2136,72,66,63
931,FJ008913,1962,-1,1187,918
932,FJ168659,4012,75,1315,103
933,FJ168660,4702,965,900,396
934,FJ168661,4563,965,900,396
935,FJ168662,-1,965,900,396
936,FJ174690,-1,491,463,360
937,FJ174691,4505,195,183,396
938,FJ174692,-1,491,463,360
939,FJ174693,5143,491,463,360
940,FJ174694,-1,900,843,645
941,FJ184280,2190,-1,351,280
942,FJ188381,2190,24,351,280
943,FJ194439,-1,1462,1339,1031
944,FJ226752,-1,-1,558,431
945,FJ230960,-1,1391,1279,310
946,FJ236310,-1,-1,394,199
947,FJ373894,5303,1676,1543,742
948,FJ409640,2426,345,324,267
949,FJ429185,2336,334,313,259
950,FJ483837,6,76,70,65
951,FJ483838,6,76,70,65
952,FJ483839,6,76,70,65
953,FJ483840,4,1521,1390,1070
954,FJ483841,4,1521,1390,1070
955,FJ483842,3,77,71,66
956,FJ483843,3,77,71,66
957,FJ483844,3,-1,-1,-1
958,FJ539132,3,-1,-1,-1
959,FJ539133,3,-1,-1,-1
960,FJ539134,3,-1,-1,-1
961,FJ539135,3,-1,-1,-1
962,FJ591093,3419,524,251,213
963,FJ591094,-1,524,251,213
964,FJ641182,-1,122,117,645
965,FJ685651,-1,-1,-1,-1
966,FJ706171,1046,197,185,165
967,FJ706172,1132,197,185,165
968,FJ713816,2801,-1,-1,202
969,FJ750948,-1,1362,1256,973
970,FJ792813,-1,-1,-1,-1
971,FJ822135,4371,953,889,424
972,FJ839692,-1,633,595,742
973,FJ839693,5638,633,595,742
974,FJ848881,-1,128,124,113
975,FJ848882,1901,128,124,113
976,FJ848883,1901,128,124,113
977,FJ848884,1902,128,124,113
978,FJ848885,1902,128,124,113
979,FJ849058,261,99,96,89
980,FJ867910,1856,-1,72,67
981,FJ867911,1856,-1,72,67
982,FJ867912,1856,-1,-1,67
983,FJ867913,1856,-1,-1,67
984,FJ867914,1856,-1,-1,67
985,FJ870915,-1,-1,-1,-1
986,FJ870916,487,-1,-1,-1
987,FJ870917,-1,-1,-1,-1
988,FJ896200,2785,1224,1135,874
989,FJ904927,327,-1,-1,-1
990,FJ937737,2293,-1,73,117
991,FJ965538,-1,-1,-1,-1
992,FJ973624,4021,422,398,318
993,FJ982340,1705,-1,-1,-1
994,FM163528,-1,-1,-1,-1
995,FM164764,448,-1,-1,-1
996,FM180578,2190,24,351,280
997,FM201281,4551,1313,1214,938
998,FM201282,-1,1313,1214,938
999,FM207411,-1,186,173,156
1000,FM864213,-1,-1,-1,-1
1001,FM887021,-1,1313,1214,938
1002,FM897211,5008,1313,1214,938
1003,FN263372,-1,126,123,111
1004,FN297812,1485,-1,-1,124
1005,FN391954,2569,-1,-1,68
1006,FN422398,-1,1169,1086,827
1007,FN422399,3694,417,393,258
1008,FN436268,-1,-1,-1,-1
1009,FN582354,-1,-1,-1,-1
1010,FN594518,-1,-1,-1,-1
1011,FN667788,1005,635,597,460
1012,FN667789,1005,635,597,460
1013,FN997652,-1,-1,-1,956
1014,FO818745,2211,-1,-1,14
1015,FQ312032,5487,1676,1543,742
1016,FQ482083,-1,1501,1371,742
1017,FQ482084,2835,78,74,69
1018,FQ482085,2027,-1,-1,-1
1019,FQ482086,2835,78,74,69
1020,FR667955,-1,-1,-1,1031
1021,FR671405,-1,-1,299,246
1022,FR671406,2734,316,297,246
1023,FR671407,2728,79,299,246
1024,FR671408,2460,-1,75,70
1025,FR671409,2460,-1,75,70
1026,FR671410,2728,79,299,246
1027,FR671411,2760,318,299,246
1028,FR682616,3353,80,76,213
1029,FR687252,2580,-1,-1,-1
1030,FR719956,3353,80,76,213
1031,FR725450,-1,-1,-1,-1
1032,FR751545,-1,-1,-1,283
1033,FR775895,5214,1355,1250,742
1034,FR823298,2417,-1,-1,1076
1035,FR823450,1025,961,896,688
1036,FR852584,5161,1145,1066,310
1037,GQ141189,-1,-1,-1,-1
1038,GQ149088,-1,-1,-1,-1
1039,GQ153912,195,99,96,89
1040,GQ153913,199,99,96,89
1041,GQ153914,198,99,96,89
1042,GQ153915,195,99,96,89
1043,GQ153916,-1,-1,-1,-1
1044,GQ153917,297,82,78,72
1045,GQ153918,294,81,77,71
1046,GQ153919,298,82,78,72
1047,GQ153920,63,110,106,95
1048,GQ153921,62,83,79,73
1049,GQ153922,64,110,106,95
1050,GQ153923,167,288,272,227
1051,GQ241246,-1,-1,-1,-1
1052,GQ303259,4770,900,843,645
1053,GQ303260,4728,631,593,208
1054,GQ303261,3921,422,398,318
1055,GQ303262,4833,631,593,208
1056,GQ303263,-1,966,901,1015
1057,GQ303264,-1,900,843,645
1058,GQ303265,-1,888,831,593
1059,GQ303266,5420,900,843,645
1060,GQ334450,2314,84,80,74
1061,GQ357915,4518,-1,-1,75
1062,GQ357916,1548,905,849,650
1063,GQ379227,1898,-1,-1,-1
1064,GQ398772,2816,-1,-1,202
1065,GQ403788,-1,-1,-1,-1
1066,GQ403789,342,-1,-1,-1
1067,GQ413937,3680,1685,1339,1031
1068,GQ413938,-1,-1,1028,784
1069,GQ421471,1148,-1,-1,-1
1070,GQ422450,2285,4,4,3
1071,GQ422451,2285,4,4,3
1072,GQ443085,1538,85,81,76
1073,GQ451696,1656,-1,189,127
1074,GQ452243,-1,-1,-1,-1
1075,GQ468526,2861,1462,1339,1031
1076,GQ478081,2353,86,82,77
1077,GQ478082,2353,86,82,77
1078,GQ478083,2353,86,82,77
1079,GQ478084,2353,86,82,77
1080,GQ478085,2353,86,82,77
1081,GQ478086,2354,87,83,77
1082,GQ478087,2354,87,83,77
1083,GQ478088,2323,951,887,681
1084,GQ502199,-1,1362,1256,973
1085,GQ866233,1719,18,16,18
1086,GQ900512,-1,-1,-1,-1
1087,GQ915271,-1,-1,-1,-1
1088,GQ919031,-1,-1,-1,-1
1089,GQ979703,-1,128,124,113
1090,GQ981382,-1,633,595,742
1091,GU060500,5075,491,463,360
1092,GU070616,5187,88,84,742
1093,GU071090,2314,84,80,74
1094,GU071091,-1,1080,1339,1031
1095,GU071092,3816,89,173,156
1096,GU071093,1496,39,37,32
1097,GU071094,4000,186,173,156
1098,GU071095,3829,186,173,156
1099,GU071096,-1,186,173,156
1100,GU071097,3941,186,173,156
1101,GU071098,3847,186,173,156
1102,GU071099,3901,186,173,156
1103,GU071100,1510,90,85,78
1104,GU071101,3874,186,173,156
1105,GU071102,1507,-1,-1,-1
1106,GU071103,-1,186,173,156
1107,GU071104,1510,-1,-1,78
1108,GU071105,3942,186,173,156
1109,GU071106,3982,186,173,156
1110,GU071107,1511,104,101,92
1111,GU071108,-1,186,173,156
1112,GU075905,3874,186,173,156
1113,GU080336,401,-1,-1,-1
1114,GU169904,-1,-1,-1,742
1115,GU196277,3401,936,873,668
1116,GU196278,-1,936,873,668
1117,GU196279,3401,936,873,668
1118,GU196280,3401,936,873,668
1119,GU196281,3401,936,873,668
1120,GU229986,2119,-1,68,225
1121,GU233956,-1,-1,-1,-1
1122,GU247132,-1,555,525,1015
1123,GU247133,-1,900,843,645
1124,GU247134,-1,900,843,645
1125,GU295964,-1,633,595,742
1126,GU296433,1037,961,896,688
1127,GU321093,334,-1,-1,-1
1128,GU323318,-1,633,595,742
1129,GU323708,-1,-1,-1,-1
1130,GU339467,4354,1098,1314,1015
1131,GU385905,261,99,96,89
1132,GU393987,2784,-1,-1,797
1133,GU396103,5288,633,595,742
1134,GU459069,4996,1154,1074,742
1135,GU477322,3163,1257,1164,202
1136,GU557055,-1,-1,-1,-1
1137,GU568037,1708,-1,-1,-1
1138,GU573886,2272,91,86,3
1139,GU580940,4548,-1,-1,396
1140,GU580941,2117,92,87,592
1141,GU580942,2117,92,87,592
1142,GU580943,-1,-1,-1,-1
1143,GU583987,-1,-1,-1,1076
1144,GU595417,2876,1095,1024,1013
1145,GU722197,-1,-1,-1,-1
1146,GU815091,-1,1313,1214,938
1147,GU815339,-1,-1,-1,-1
1148,GU903191,1491,93,88,79
1149,GU911303,1128,-1,-1,897
1150,GU911304,1129,-1,-1,824
1151,GU911519,-1,633,595,742
1152,GU936714,2314,-1,-1,-1
1153,GU936715,1201,-1,-1,-1
1154,GU942563,-1,-1,-1,-1
1155,GU943031,-1,-1,-1,-1
1156,GU943054,-1,-1,-1,-1
1157,GU949551,1574,-1,-1,80
1158,GU967410,-1,-1,-1,-1
1159,GU988610,-1,382,357,742
1160,HE580237,420,-1,-1,-1
1161,HE580238,420,-1,-1,-1
1162,HE584812,-1,262,247,209
1163,HE600015,-1,1676,1543,742
1164,HE608841,1971,1281,1185,918
1165,HE611333,-1,-1,-1,1217
1166,HE614281,2132,94,89,81
1167,HE614282,2132,94,89,81
1168,HE664024,2074,362,340,273
1169,HE681887,420,-1,-1,-1
1170,HE775250,3794,1364,873,668
1171,HE806280,-1,-1,-1,266
1172,HE815464,1005,-1,-1,460
1173,HE858210,5424,633,595,742
1174,HE861935,2614,-1,-1,431
1175,HE956704,2037,-1,-1,82
1176,HE956707,-1,-1,-1,665
1177,HE956708,-1,1432,595,742
1178,HE956709,5272,633,595,742
1179,HE956710,2833,329,309,253
1180,HE956711,-1,633,595,742
1181,HE962497,-1,1183,1098,841
1182,HE978309,5503,633,595,742
1183,HE981739,5424,633,595,742
1184,HE983844,3169,1679,1546,1217
1185,HE983845,5388,382,357,742
1186,HF543949,3147,1679,1546,1217
1187,HF563658,-1,59,53,50
1188,HF569088,1627,188,175,159
1189,HF569089,-1,188,175,159
1190,HF569090,-1,188,175,159
1191,HF569091,-1,188,175,159
1192,HF569092,-1,188,175,159
1193,HF937074,678,1047,1353,1046
1194,HG007973,-1,-1,-1,-1
1195,HG315669,348,-1,-1,-1
1196,HG322870,-1,-1,-1,-1
1197,HG380752,-1,-1,-1,431
1198,HG424323,2614,-1,-1,431
1199,HG428758,-1,188,175,159
1200,HG518155,-1,1679,1546,1217
1201,HG531805,1598,-1,-1,54
1202,HG792102,2074,362,340,273
1203,HG792103,2074,362,340,273
1204,HG792104,2074,362,340,273
1205,HG792105,2074,362,340,273
1206,HG793132,2698,95,90,83
1207,HG796219,2698,95,90,83
1208,HG796220,2698,95,90,83
1209,HG796221,2698,95,90,83
1210,HG796225,1587,96,91,84
1211,HG798806,1996,1255,1161,900
1212,HG798901,1587,96,91,84
1213,HG799490,-1,-1,299,246
1214,HG799496,-1,-1,-1,246
1215,HG799497,-1,-1,299,246
1216,HG803181,1065,-1,-1,-1
1217,HG803182,2074,362,340,273
1218,HG803183,2074,362,340,273
1219,HG803184,2074,362,340,273
1220,HG803185,2074,362,340,273
1221,HG813241,2810,1066,1064,1031
1222,HG818823,-1,-1,1064,1031
1223,HG818824,-1,-1,-1,1031
1224,HG934469,3794,1364,873,668
1225,HG934470,3794,1364,873,668
1226,HG962375,-1,417,393,258
1227,HG962376,-1,1459,1337,1028
1228,HG992588,-1,1325,1226,948
1229,HG994092,2848,1685,1339,1031
1230,HM004124,-1,633,595,742
1231,HM029250,-1,335,314,310
1232,HM032710,-1,633,595,742
1233,HM035024,3435,910,1059,807
1234,HM035025,-1,633,595,742
1235,HM064452,341,-1,-1,-1
1236,HM066936,-1,-1,-1,-1
1237,HM071924,5498,633,595,742
1238,HM072038,2024,97,92,85
1239,HM114277,-1,-1,-1,208
1240,HM114315,-1,633,595,742
1241,HM134276,-1,633,595,742
1242,HM137666,5500,633,595,742
1243,HM144385,2271,-1,-1,-1
1244,HM144386,-1,-1,-1,-1
1245,HM144387,4845,410,386,310
1246,HM150760,341,-1,-1,-1
1247,HM151342,3439,-1,93,86
1248,HM152763,4081,829,775,593
1249,HM152764,-1,306,289,239
1250,HM152765,4012,75,1315,103
1251,HM152766,4468,966,901,1015
1252,HM152767,-1,306,289,239
1253,HM159959,1301,1404,1289,996
1254,HM173637,2040,-1,-1,107
1255,HM208303,2092,215,204,273
1256,HM208537,-1,-1,-1,-1
1257,HM242243,4389,1535,1403,1078
1258,HM368260,-1,344,323,266
1259,HM452125,-1,633,595,742
1260,HM452126,5273,633,595,742
1261,HM461982,1104,-1,94,87
1262,HM480106,1201,-1,-1,-1
1263,HM480846,3343,1685,1339,1031
1264,HM486077,-1,-1,-1,645
1265,HM559717,1520,98,95,88
1266,HM563683,5469,633,595,742
1267,HM568888,1563,254,240,205
1268,HM588722,2487,-1,-1,147
1269,HM596271,-1,-1,-1,-1
1270,HM624080,-1,262,247,209
1271,HM640230,828,-1,-1,1225
1272,HM753658,267,99,96,89
1273,HM753659,267,99,96,89
1274,HM753660,268,99,96,89
1275,HM753661,268,99,96,89
1276,HM753662,268,99,96,89
1277,HM753663,267,99,96,89
1278,HM753664,267,99,96,89
1279,HM753665,267,99,96,89
1280,HM753666,267,99,96,89
1281,HM753667,-1,99,96,89
1282,HM753668,267,99,96,89
1283,HM753669,267,99,96,89
1284,HM753670,262,99,96,89
1285,HM753671,262,99,96,89
1286,HM753672,262,99,96,89
1287,HM753673,267,99,96,89
1288,HM753674,267,99,96,89
1289,HM753675,267,99,96,89
1290,HM753676,-1,99,96,89
1291,HM753677,-1,99,96,89
1292,HM753678,-1,99,96,89
1293,HM753679,-1,99,96,89
1294,HM753680,278,99,96,89
1295,HM753681,278,99,96,89
1296,HM753682,278,99,96,89
1297,HM753683,278,99,96,89
1298,HM753684,278,99,96,89
1299,HM753685,279,99,96,89
1300,HM753686,263,99,96,89
1301,HM753687,279,99,96,89
1302,HM753688,263,99,96,89
1303,HM753689,263,99,96,89
1304,HM753690,240,99,96,89
1305,HM753691,269,99,96,89
1306,HM753692,240,99,96,89
1307,HM753693,239,99,96,89
1308,HM753694,240,99,96,89
1309,HM753695,240,99,96,89
1310,HM753696,239,99,96,89
1311,HM753697,269,99,96,89
1312,HM753698,240,99,96,89
1313,HM753699,235,99,96,89
1314,HM753700,235,99,96,89
1315,HM753701,235,99,96,89
1316,HM753702,239,99,96,89
1317,HM753703,255,99,96,89
1318,HM753704,255,99,96,89
1319,HM753705,254,99,96,89
1320,HM753706,254,99,96,89
1321,HM753707,257,99,96,89
1322,HM753708,257,99,96,89
1323,HM753709,257,99,96,89
1324,HM753710,257,99,96,89
1325,HM753711,257,99,96,89
1326,HM753712,-1,99,96,89
1327,HM753713,257,99,96,89
1328,HM753714,257,99,96,89
1329,HM753715,257,99,96,89
1330,HM753716,256,99,96,89
1331,HM753717,256,99,96,89
1332,HM753718,257,99,96,89
1333,HM755814,-1,786,734,1015
1334,HM770079,-1,-1,-1,562
1335,HM775306,-1,99,96,89
1336,HM775307,157,100,97,90
1337,HM775308,157,100,97,90
1338,HM775309,238,99,96,89
1339,HM775310,-1,99,96,89
1340,HM775311,238,99,96,89
1341,HM997019,4825,101,98,742
1342,HM997020,5660,633,595,742
1343,HQ110083,1100,-1,-1,289
1344,HQ110084,-1,-1,-1,562
1345,HQ127381,3123,130,1164,202
1346,HQ141410,1820,-1,-1,-1
1347,HQ141411,1954,-1,-1,-1
1348,HQ163896,4879,1145,1066,310
1349,HQ186308,3015,347,326,268
1350,HQ201307,2015,-1,-1,-1
1351,HQ201308,2060,-1,-1,-1
1352,HQ224500,-1,-1,-1,-1
1353,HQ225832,-1,-1,-1,-1
1354,HQ259103,5560,1676,1543,742
1355,HQ259105,-1,-1,408,258
1356,HQ264138,-1,-1,-1,-1
1357,HQ268735,1575,-1,318,263
1358,HQ316579,5223,1032,968,742
1359,HQ316580,-1,-1,-1,-1
1360,HQ316581,-1,-1,-1,355
1361,HQ316582,4236,475,449,352
1362,HQ316583,3895,186,173,156
1363,HQ316584,1496,-1,-1,-1
1364,HQ316603,3895,186,173,156
1365,HQ316604,4539,914,1356,1048
1366,HQ317290,-1,186,173,156
1367,HQ317291,4137,186,173,156
1368,HQ317292,4137,186,173,156
1369,HQ317383,4091,186,173,156
1370,HQ317384,1998,102,99,91
1371,HQ317385,-1,186,173,156
1372,HQ317386,2493,-1,-1,829
1373,HQ317387,-1,-1,-1,-1
1374,HQ317388,-1,-1,-1,-1
1375,HQ317389,1515,103,100,653
1376,HQ317390,-1,-1,-1,-1
1377,HQ317391,3847,186,173,156
1378,HQ317392,-1,-1,-1,140
1379,HQ317393,-1,926,595,742
1380,HQ331142,5450,633,595,742
1381,HQ332136,-1,-1,-1,-1
1382,HQ332137,1511,104,101,92
1383,HQ332138,-1,-1,-1,-1
1384,HQ332139,-1,-1,-1,-1
1385,HQ332140,1507,-1,-1,-1
1386,HQ332141,-1,-1,-1,-1
1387,HQ332142,1998,102,99,91
1388,HQ333270,2741,1462,1339,1031
1389,HQ337021,3900,186,173,156
1390,HQ337022,-1,-1,-1,-1
1391,HQ377372,581,105,102,241
1392,HQ377373,582,310,292,241
1393,HQ396194,1458,1107,1034,1045
1394,HQ403646,-1,830,776,594
1395,HQ406778,-1,1432,595,742
1396,HQ424691,2072,362,340,273
1397,HQ615693,4719,-1,-1,742
1398,HQ630627,4739,106,795,571
1399,HQ632825,3816,89,173,156
1400,HQ632857,1233,107,103,93
1401,HQ632858,1233,107,103,93
1402,HQ632859,-1,-1,-1,-1
1403,HQ632860,2674,-1,-1,339
1404,HQ633062,1514,-1,-1,-1
1405,HQ633071,-1,-1,-1,156
1406,HQ634152,1510,90,85,78
1407,HQ634153,-1,-1,-1,-1
1408,HQ634156,-1,1032,968,742
1409,HQ634157,-1,-1,-1,742
1410,HQ634174,3874,186,173,156
1411,HQ634175,3900,186,173,156
1412,HQ634176,3900,186,173,156
1413,HQ634177,3912,186,173,156
1414,HQ634178,4110,186,173,156
1415,HQ634187,-1,-1,-1,-1
1416,HQ634188,1515,103,100,653
1417,HQ634189,4000,186,173,156
1418,HQ634190,3982,186,173,156
1419,HQ634191,3941,186,173,156
1420,HQ634192,2430,160,147,136
1421,HQ634193,-1,186,173,156
1422,HQ634194,3748,108,104,354
1423,HQ634195,5223,1032,968,742
1424,HQ634196,3748,108,104,354
1425,HQ641340,2441,345,324,267
1426,HQ641341,2435,345,324,267
1427,HQ641342,2435,345,324,267
1428,HQ641343,2441,345,324,267
1429,HQ641344,2445,345,324,267
1430,HQ641345,2423,200,188,167
1431,HQ641346,2423,200,188,167
1432,HQ641347,5339,1032,968,742
1433,HQ641348,5240,1032,968,742
1434,HQ641349,5240,1032,968,742
1435,HQ641350,5338,1032,968,742
1436,HQ641351,5338,1032,968,742
1437,HQ641352,-1,1032,968,742
1438,HQ641353,5339,1032,968,742
1439,HQ641354,5277,1032,968,742
1440,HQ641380,-1,-1,-1,-1
1441,HQ665011,5583,1432,595,742
1442,HQ683709,-1,-1,-1,-1
1443,HQ698895,-1,-1,-1,-1
1444,HQ698922,5317,633,595,742
1445,HQ711984,2012,-1,-1,119
1446,HQ711985,2028,-1,-1,526
1447,HQ728263,-1,1501,1371,742
1448,HQ728264,-1,1113,1038,655
1449,HQ728265,-1,-1,-1,1031
1450,HQ728266,840,-1,-1,-1
1451,HQ728524,4955,491,463,360
1452,HQ829472,-1,633,595,742
1453,HQ832595,-1,382,357,742
1454,HQ906662,403,109,105,94
1455,HQ906663,404,-1,-1,-1
1456,HQ906664,404,-1,-1,-1
1457,HQ918180,-1,633,595,742
1458,J02448,298,82,78,72
1459,J02451,298,82,78,72
1460,J02459,2224,976,912,290
1461,J02482,260,99,96,89
1462,JF270478,-1,-1,-1,-1
1463,JF314845,-1,-1,-1,-1
1464,JF317274,-1,-1,-1,-1
1465,JF344709,769,-1,-1,-1
1466,JF412294,-1,-1,-1,-1
1467,JF412295,-1,-1,-1,-1
1468,JF412296,-1,-1,-1,-1
1469,JF412297,-1,-1,-1,-1
1470,JF412298,-1,-1,-1,-1
1471,JF412299,-1,-1,-1,-1
1472,JF412300,-1,-1,-1,-1
1473,JF412301,-1,-1,-1,-1
1474,JF412302,-1,-1,-1,-1
1475,JF461087,5253,848,793,742
1476,JF501022,-1,1449,1327,807
1477,JF704091,-1,900,843,645
1478,JF704092,4606,631,593,208
1479,JF704093,4357,966,901,1015
1480,JF704094,-1,299,843,645
1481,JF704095,4509,122,117,645
1482,JF704096,5199,631,593,208
1483,JF704097,4286,1433,1314,1015
1484,JF704098,-1,786,734,1015
1485,JF704099,5045,900,843,645
1486,JF704100,4026,822,768,587
1487,JF704101,4386,786,734,1015
1488,JF704102,-1,900,843,645
1489,JF704103,-1,900,843,645
1490,JF704104,4607,299,843,645
1491,JF704105,4678,306,289,239
1492,JF704106,-1,306,289,239
1493,JF704107,4122,174,161,1015
1494,JF704108,4005,829,775,593
1495,JF704109,5382,900,843,645
1496,JF704110,-1,305,1314,1015
1497,JF704111,4241,786,734,1015
1498,JF704112,4449,729,683,538
1499,JF704113,4081,829,775,593
1500,JF704114,-1,786,734,1015
1501,JF704115,4148,-1,182,360
1502,JF704116,4867,631,593,208
1503,JF704117,-1,491,463,360
1504,JF712866,-1,207,195,171
1505,JF713456,4575,718,1356,1048
1506,JF719726,195,99,96,89
1507,JF719727,157,100,97,90
1508,JF719728,198,99,96,89
1509,JF719729,63,110,106,95
1510,JF719730,62,83,79,73
1511,JF719731,64,110,106,95
1512,JF719732,294,-1,-1,71
1513,JF719733,297,82,78,72
1514,JF719734,294,81,77,71
1515,JF731128,-1,1183,1098,841
1516,JF734911,-1,-1,-1,-1
1517,JF744988,4282,829,775,593
1518,JF767208,1538,85,81,76
1519,JF767209,1538,85,81,76
1520,JF767210,1538,85,81,76
1521,JF770475,3365,181,168,807
1522,JF773396,582,310,292,241
1523,JF792674,-1,966,901,1015
1524,JF832915,1282,-1,-1,-1
1525,JF900176,2207,269,252,3
1526,JF912400,3201,592,556,807
1527,JF917095,446,124,119,106
1528,JF923796,3529,111,107,96
1529,JF923797,3528,111,107,96
1530,JF937090,4078,1097,1026,593
1531,JF937091,-1,888,831,593
1532,JF937092,4308,1433,1314,1015
1533,JF937093,5170,491,463,360
1534,JF937094,4285,1433,1314,1015
1535,JF937095,-1,900,843,645
1536,JF937096,-1,888,831,593
1537,JF937097,4991,900,843,645
1538,JF937098,4318,112,463,360
1539,JF937099,-1,555,525,1015
1540,JF937100,4779,555,525,1015
1541,JF937101,-1,1097,1026,593
1542,JF937102,-1,491,463,360
1543,JF937103,5104,555,525,1015
1544,JF937104,4180,306,289,239
1545,JF937105,-1,931,543,593
1546,JF937106,-1,888,831,593
1547,JF937107,4563,965,900,396
1548,JF937108,4979,555,525,1015
1549,JF937109,4989,900,843,645
1550,JF937110,-1,555,525,1015
1551,JF939047,-1,-1,1337,1028
1552,JF946695,4351,1098,1314,1015
1553,JF957056,5411,900,843,645
1554,JF957057,4695,555,525,1015
1555,JF957058,4200,786,734,1015
1556,JF957059,4078,1097,1026,593
1557,JF957060,3948,113,108,1015
1558,JF966203,4874,410,386,310
1559,JF974286,934,114,109,97
1560,JF974287,2528,-1,-1,-1
1561,JF974288,4216,186,173,156
1562,JF974289,4216,186,173,156
1563,JF974292,-1,186,173,156
1564,JF974293,4215,186,173,156
1565,JF974294,3349,115,1221,775
